time,AoA_deg,Cl,Cd,Cl_pressure,Cd_pressure,Cl_viscous,Cd_viscous,Fx,Fy,Fz,Fx_pressure,Fy_pressure,Fz_pressure,Fx_viscous,Fy_viscous,Fz_viscous,surface_area,span,reference_area,Cf_area_average,Cf_min,Cf_max
0.22,10.0,1.1061778575718428,0.039831385868232996,1.1066255922046337,0.03581554525012066,-0.00044773463279093855,0.004015840618112329,-35.96272449420803,-3.021778835415707e-21,257.92013383841606,-36.91145536578075,-2.1680596463539993e-21,257.85980894733075,0.9487308715727186,-8.537191890617078e-22,0.06032489108531526,0.40790884047525766,0.06666666766007741,0.2,0.002071059404453222,3.724984096795621e-05,0.006350803190081345
