x/c,y/c,z/c,p_kinematic_m2_s2,p_physical_Pa,Cp,surface_area_m2
0.0007470539615799984,-0.033333333830038704,0.004792190156877041,95772.3984375,117321.18808593751,99.73471006305668,9.546139281096362e-05
0.0007470539615799984,0.033333333830038704,-0.004792190156877041,98958.625,121224.315625,103.05275772178297,9.546139281096362e-05
0.0008448545510570208,-0.033333333830038704,-0.005094992462545633,98958.625,121224.315625,103.05275772178297,9.546139281096362e-05
0.0008448545510570208,0.033333333830038704,0.005094992462545633,95772.3984375,117321.18808593751,99.73471006305668,9.546139281096362e-05
0.0010588427539914846,-0.033333333830038704,0.00569950882345438,95595.4140625,117104.3822265625,99.5504034610054,9.699373288470411e-05
0.0010588427539914846,0.033333333830038704,-0.00569950882345438,99246.765625,121577.28789062501,103.35281934872987,9.699373288470411e-05
0.001175030367448926,-0.033333333830038704,-0.006001222878694534,99246.765625,121577.28789062501,103.35281934872987,9.699373288470411e-05
0.001175030367448926,0.033333333830038704,0.006001222878694534,95595.4140625,117104.3822265625,99.5504034610054,9.699373288470411e-05
0.0014254531512657802,-0.033333333830038704,0.006602887995541096,95453.1015625,116930.04941406251,99.4022031845436,9.8585369697901e-05
0.0014254531512657802,0.033333333830038704,-0.006602887995541096,99514.3359375,121905.06152343751,103.63145962478063,9.8585369697901e-05
0.0015596883216251929,-0.033333333830038704,-0.006902839057147503,99514.3359375,121905.06152343751,103.63145962478063,9.8585369697901e-05
0.0015596883216251929,0.033333333830038704,0.006902839057147503,95453.1015625,116930.04941406251,99.4022031845436,9.8585369697901e-05
0.0018456520823140938,-0.033333333830038704,0.007500135650237401,95343.234375,116795.462109375,99.2877905534565,0.00010014606341931807
0.0018456520823140938,0.033333333830038704,-0.007500135650237401,99758.9609375,122204.72714843751,103.88620529103954,0.00010014606341931807
0.001997380672643582,-0.033333333830038704,-0.007797481181720893,99758.9609375,122204.72714843751,103.88620529103954,0.00010014606341931807
0.001997380672643582,0.033333333830038704,0.007797481181720893,95343.234375,116795.462109375,99.2877905534565,0.00010014606341931807
0.0023179006141920886,-0.033333333830038704,0.008388985258837542,95265.859375,116700.67773437501,99.20721438206444,0.00010174369576484392
0.0023179006141920886,0.033333333830038704,-0.008388985258837542,99979.4765625,122474.8587890625,104.1158441252189,0.00010174369576484392
0.0024866919654111066,-0.033333333830038704,-0.008683143804470697,99979.4765625,122474.8587890625,104.1158441252189,0.00010174369576484392
0.0024866919654111066,0.033333333830038704,0.008683143804470697,95265.859375,116700.67773437501,99.20721438206444,0.00010174369576484392
0.002840693031127254,-0.033333333830038704,0.009268050702909628,95219.796875,116644.251171875,99.1592461766396,0.0001034183358454892
0.002840693031127254,0.033333333830038704,-0.009268050702909628,100175.25,122714.68125000001,104.31971713399452,0.0001034183358454892
0.0030259027456243834,-0.033333333830038704,-0.009558799055715403,100175.25,122714.68125000001,104.31971713399452,0.0001034183358454892
0.0030259027456243834,0.033333333830038704,0.009558799055715403,95219.796875,116644.251171875,99.1592461766396,0.0001034183358454892
0.003412029085059961,-0.033333333830038704,0.010136269653836886,95200.5703125,116620.6986328125,99.13922416959235,0.00010503305470648787
0.003412029085059961,0.033333333830038704,-0.010136269653836886,100347.53125,122925.72578125,104.49912603257467,0.00010503305470648787
0.003612945709998409,-0.033333333830038704,-0.010422991899152597,100347.53125,122925.72578125,104.49912603257467,0.00010503305470648787
0.003612945709998409,0.033333333830038704,0.010422991899152597,95200.5703125,116620.6986328125,99.13922416959235,0.00010503305470648787
0.004029898749043544,-0.033333333830038704,0.010992424562573433,95207.3125,116628.95781250001,99.14624529599698,0.00010674138131405246
0.004029898749043544,0.033333333830038704,-0.010992424562573433,100497.421875,123109.34179687501,104.65521795748664,0.00010674138131405246
0.004245935163150231,-0.033333333830038704,-0.011275134980678558,100497.421875,123109.34179687501,104.65521795748664,0.00010674138131405246
0.004245935163150231,0.033333333830038704,0.011275134980678558,95207.3125,116628.95781250001,99.14624529599698,0.00010674138131405246
0.004692575273414453,-0.033333333830038704,0.011836310538152853,95235.9765625,116664.07128906251,99.17609525286667,0.00010846603716328668
0.004692575273414453,0.033333333830038704,-0.011836310538152853,100627.1875,123268.30468750001,104.79035226754542,0.00010846603716328668
0.004923178969571988,-0.033333333830038704,-0.012114775677522024,100627.1875,123268.30468750001,104.79035226754542,0.00010846603716328668
0.004923178969571988,0.033333333830038704,0.012114775677522024,95235.9765625,116664.07128906251,99.17609525286667,0.00010846603716328668
